Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG_Per,3P,3PA,3P_Per,2P,2PA,2P_Per,eFG_Per,FT,FTA,FT_Per,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Steven Adams\adamsst01,C,26,OKC,4,4,27.3,2.5,8.0,.313,0.0,0.0,,2.5,8.0,.313,.313,1.0,3.5,.286,3.5,8.3,11.8,1.5,0.5,0.8,1.3,2.5,6.0
2,Bam Adebayo\adebaba01,C,22,MIA,6,6,31.5,4.2,7.2,.581,0.2,0.7,.250,4.0,6.5,.615,.593,5.3,8.0,.667,2.2,6.8,9.0,5.2,1.3,1.7,2.8,3.0,13.8
3,LaMarcus Aldridge\aldrila01,C,34,SAS,6,6,32.3,6.0,13.5,.444,0.5,1.7,.300,5.5,11.8,.465,.463,4.0,4.7,.857,2.7,4.3,7.0,2.0,0.5,2.0,2.3,2.5,16.5
4,Nickeil Alexander-Walker\alexani01,SG,21,NOP,6,0,13.8,1.8,7.3,.250,0.8,3.7,.227,1.0,3.7,.273,.307,0.5,0.7,.750,0.3,2.3,2.7,3.3,0.5,0.0,0.7,1.8,5.0
5,Grayson Allen\allengr01,SG,24,MEM,5,0,16.8,2.2,7.0,.314,1.0,3.8,.263,1.2,3.2,.375,.386,2.0,2.4,.833,0.2,1.8,2.0,1.6,0.4,0.0,1.4,2.0,7.4
6,Jarrett Allen\allenja01,C,21,BRK,6,3,26.7,3.2,5.5,.576,0.0,0.0,,3.2,5.5,.576,.576,1.3,2.8,.471,3.3,6.3,9.7,1.0,0.3,1.5,1.3,1.8,7.7
7,Al-Farouq Aminu\aminual01,PF,29,ORL,6,0,23.8,1.3,4.7,.286,0.8,1.7,.500,0.5,3.0,.167,.375,0.7,1.3,.500,1.7,4.8,6.5,1.0,1.0,0.8,1.2,2.5,4.2
8,Kyle Anderson\anderky01,SF,26,MEM,5,0,20.2,2.8,5.4,.519,0.2,0.8,.250,2.6,4.6,.565,.537,1.4,2.4,.583,0.8,4.0,4.8,2.0,0.8,1.0,0.8,1.6,7.2
9,Ryan Anderson\anderry01,PF,31,HOU,2,0,7.0,1.0,3.5,.286,0.5,2.5,.200,0.5,1.0,.500,.357,0.0,0.0,,0.0,3.5,3.5,1.0,0.5,0.0,0.5,0.5,2.5
10,Giannis Antetokounmpo\antetgi01,PF,25,MIL,6,6,32.5,10.0,17.0,.588,0.7,3.3,.200,9.3,13.7,.683,.608,6.0,9.8,.610,1.5,12.3,13.8,7.7,1.3,1.8,4.3,4.2,26.7
11,Kostas Antetokounmpo\antetko01,PF,22,LAL,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
12,Thanasis Antetokounmpo\antetth01,SF,27,MIL,1,0,6.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0
13,OG Anunoby\anunoog01,SF,22,TOR,6,6,34.2,5.0,9.0,.556,1.7,3.7,.455,3.3,5.3,.625,.648,0.2,0.5,.333,1.7,5.0,6.7,1.3,1.7,1.5,1.2,2.7,11.8
14,Ryan Arcidiacono\arcidry01,PG,25,CHI,7,0,15.6,1.3,3.0,.429,1.0,1.9,.538,0.3,1.1,.250,.595,0.9,1.0,.857,0.6,1.3,1.9,1.7,0.4,0.1,0.1,1.9,4.4
15,Trevor Ariza\arizatr01,SF,34,SAC,7,0,23.9,1.3,4.0,.321,1.0,3.0,.333,0.3,1.0,.286,.446,0.3,0.3,1.000,0.4,3.9,4.3,1.0,0.6,0.0,0.3,1.3,3.9
16,D.J. Augustin\augusdj01,PG,32,ORL,6,5,25.0,3.0,7.7,.391,0.5,2.0,.250,2.5,5.7,.441,.424,1.2,1.5,.778,0.5,1.2,1.7,4.3,0.2,0.0,0.8,0.7,7.7
17,Deandre Ayton\aytonde01,C,21,PHO,1,1,33.0,9.0,14.0,.643,0.0,0.0,,9.0,14.0,.643,.643,0.0,0.0,,3.0,8.0,11.0,0.0,1.0,4.0,0.0,2.0,18.0
18,Dwayne Bacon\bacondw01,SG,24,CHO,6,6,29.2,5.0,13.7,.366,0.8,3.7,.227,4.2,10.0,.417,.396,2.2,3.0,.722,1.0,3.5,4.5,2.0,1.0,0.0,1.5,2.7,13.0
19,Marvin Bagley\baglema01,PF,20,SAC,1,1,28.0,6.0,16.0,.375,0.0,0.0,,6.0,16.0,.375,.375,2.0,4.0,.500,4.0,6.0,10.0,0.0,1.0,1.0,1.0,1.0,14.0
20,Lonzo Ball\balllo01,PG,22,NOP,6,6,31.5,4.3,10.7,.406,2.3,6.2,.378,2.0,4.5,.444,.516,1.0,1.7,.600,0.7,4.3,5.0,7.3,1.8,0.2,2.2,2.2,12.0
21,Mo Bamba\bambamo01,C,21,ORL,5,0,13.0,2.0,5.0,.400,0.6,1.8,.333,1.4,3.2,.438,.460,0.2,0.4,.500,0.8,3.8,4.6,0.4,0.2,0.4,0.8,2.2,4.8
22,Harrison Barnes\barneha02,SF,27,SAC,7,7,32.7,5.7,11.6,.494,1.1,3.4,.333,4.6,8.1,.561,.543,1.4,1.9,.769,1.4,4.1,5.6,1.1,1.4,0.1,1.0,1.3,14.0
23,RJ Barrett\barrerj01,SG,19,NYK,7,7,37.1,7.0,16.1,.434,1.4,4.0,.357,5.6,12.1,.459,.478,2.9,6.0,.476,1.7,4.6,6.3,3.3,1.3,0.4,2.9,2.6,18.3
24,Will Barton\bartowi01,SG,29,DEN,4,4,29.5,4.3,11.0,.386,1.5,3.5,.429,2.8,7.5,.367,.455,4.0,4.8,.842,2.3,4.0,6.3,1.5,1.3,1.0,1.3,1.3,14.0
25,Nicolas Batum\batumni01,SF,31,CHO,1,0,11.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,3.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0
26,Aron Baynes\baynear01,C,33,PHO,6,5,23.2,5.2,9.0,.574,2.0,4.3,.462,3.2,4.7,.679,.685,2.7,3.5,.762,2.0,3.7,5.7,3.2,0.3,0.8,1.2,4.3,15.0
27,Kent Bazemore\bazemke01,SF,30,POR,6,0,24.8,2.8,7.5,.378,1.0,2.7,.375,1.8,4.8,.379,.444,1.3,2.2,.615,0.3,4.5,4.8,1.3,1.2,1.2,1.5,4.3,8.0
28,Darius Bazley\bazleda01,PF,19,OKC,6,0,17.3,1.7,3.5,.476,0.8,1.8,.455,0.8,1.7,.500,.595,0.8,1.0,.833,0.3,3.5,3.8,0.5,0.2,0.3,1.5,0.8,5.0
29,Bradley Beal\bealbr01,SG,26,WAS,5,5,34.6,8.8,22.2,.396,3.4,10.0,.340,5.4,12.2,.443,.473,6.4,7.8,.821,0.6,4.0,4.6,6.4,1.6,0.4,3.8,2.8,27.4
30,Malik Beasley\beaslma01,SG,23,DEN,6,0,19.5,3.2,8.7,.365,1.8,4.3,.423,1.3,4.3,.308,.471,0.5,0.5,1.000,0.3,1.2,1.5,0.8,1.0,0.2,1.3,1.8,8.7
31,Marco Belinelli\belinma01,SG,33,SAS,6,0,17.0,1.5,5.0,.300,0.5,2.7,.188,1.0,2.3,.429,.350,0.8,1.2,.714,0.0,1.0,1.0,1.3,0.3,0.0,0.7,0.8,4.3
32,Jordan Bell\belljo01,PF,25,MIN,3,0,9.3,1.7,2.3,.714,0.0,0.0,,1.7,2.3,.714,.714,0.3,0.3,1.000,1.0,3.3,4.3,0.7,0.0,0.3,2.3,1.0,3.7
33,DeAndre' Bembry\bembrde01,SG,25,ATL,5,0,25.0,4.6,7.8,.590,0.2,1.0,.200,4.4,6.8,.647,.603,0.8,2.4,.333,1.8,3.0,4.8,3.6,1.4,0.0,1.2,1.6,10.2
34,Dāvis Bertāns\bertada01,PF,27,WAS,5,0,28.6,4.6,9.4,.489,3.6,7.2,.500,1.0,2.2,.455,.681,1.6,1.8,.889,0.0,3.0,3.0,1.4,0.4,0.2,0.8,2.8,14.4
35,Patrick Beverley\beverpa01,PG,31,LAC,7,7,30.1,2.6,7.9,.327,0.6,4.4,.129,2.0,3.4,.583,.364,0.4,0.9,.500,1.1,4.9,6.0,3.1,1.7,0.3,1.7,3.3,6.1
36,Khem Birch\birchkh01,C,27,ORL,2,0,13.5,0.0,1.5,.000,0.0,0.5,.000,0.0,1.0,.000,.000,0.5,2.0,.250,1.0,2.0,3.0,0.5,0.5,0.0,0.0,0.5,0.5
37,Goga Bitadze\bitadgo01,C,20,IND,4,1,14.3,2.0,4.0,.500,0.5,1.0,.500,1.5,3.0,.500,.563,0.8,1.0,.750,1.0,2.8,3.8,1.0,0.0,2.3,0.8,2.8,5.3
38,Bismack Biyombo\biyombi01,C,27,CHO,4,1,11.0,1.8,2.3,.778,0.0,0.0,,1.8,2.3,.778,.778,1.0,2.3,.444,0.5,1.5,2.0,1.5,0.0,0.3,1.0,1.8,4.5
39,Nemanja Bjelica\bjeline01,PF,31,SAC,7,6,25.0,3.6,6.6,.543,1.9,3.6,.520,1.7,3.0,.571,.685,0.3,0.3,1.000,1.4,4.0,5.4,2.3,1.0,0.4,1.1,2.4,9.3
40,Eric Bledsoe\bledser01,PG,30,MIL,6,6,25.8,4.8,11.8,.408,1.0,4.3,.231,3.8,7.5,.511,.451,1.7,2.7,.625,1.0,4.3,5.3,4.7,0.7,0.0,1.5,2.5,12.3
41,Bogdan Bogdanović\bogdabo01,SG,27,SAC,7,0,23.4,3.1,10.0,.314,1.9,6.1,.302,1.3,3.9,.333,.407,1.3,2.1,.600,0.1,2.3,2.4,3.1,0.9,0.0,1.1,2.3,9.4
42,Bojan Bogdanović\bogdabo02,SF,30,UTA,6,6,31.2,7.0,14.2,.494,3.0,6.7,.450,4.0,7.5,.533,.600,3.2,3.3,.950,0.2,4.0,4.2,1.8,1.0,0.5,2.8,3.0,20.2
43,Jonah Bolden\boldejo01,PF,24,PHI,1,0,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
44,Isaac Bonga\bongais01,SF,20,WAS,5,5,23.2,2.2,4.4,.500,0.2,0.8,.250,2.0,3.6,.556,.523,1.0,1.6,.625,1.0,3.2,4.2,2.2,1.2,0.2,0.8,3.8,5.6
45,Devin Booker\bookede01,SG,23,PHO,6,6,34.8,8.8,18.0,.491,2.7,5.7,.471,6.2,12.3,.500,.565,3.5,4.0,.875,0.3,3.2,3.5,5.3,0.5,0.3,3.5,4.2,23.8
46,Chris Boucher\bouchch01,PF,27,TOR,4,0,4.3,0.0,0.8,.000,0.0,0.3,.000,0.0,0.5,.000,.000,1.0,1.0,1.000,0.5,0.8,1.3,0.0,0.0,1.0,0.3,0.3,1.0
47,Ky Bowman\bowmaky01,PG,22,GSW,6,1,14.8,1.8,5.2,.355,0.5,1.5,.333,1.3,3.7,.364,.403,1.3,1.3,1.000,0.2,1.3,1.5,1.3,0.8,0.0,0.8,1.3,5.5
48,Avery Bradley\bradlav01,SG,29,LAL,6,6,27.8,4.5,8.7,.519,1.0,2.8,.353,3.5,5.8,.600,.577,0.7,1.0,.667,0.2,3.2,3.3,0.7,1.3,0.2,1.0,2.2,10.7
49,Tony Bradley\bradlto01,C,22,UTA,4,0,6.3,1.5,2.0,.750,0.0,0.0,,1.5,2.0,.750,.750,1.0,1.5,.667,0.8,1.5,2.3,0.0,0.0,0.5,0.5,0.8,4.0
50,Jarrell Brantley\brantja01,PF,23,UTA,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
51,Ignas Brazdeikis\brazdig01,SF,21,NYK,1,0,4.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,2.0,2.0,1.000,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0
52,Mikal Bridges\bridgmi01,SF,23,PHO,6,0,18.7,1.8,3.5,.524,0.2,1.2,.143,1.7,2.3,.714,.548,0.7,1.0,.667,0.2,3.0,3.2,1.0,1.7,0.0,0.7,1.5,4.5
53,Miles Bridges\bridgmi02,SF,21,CHO,6,6,32.7,4.7,10.7,.438,1.7,4.7,.357,3.0,6.0,.500,.516,1.5,1.8,.818,1.5,3.5,5.0,2.2,0.3,0.7,2.5,2.0,12.5
54,Ryan Broekhoff\broekry01,SG,29,DAL,1,0,2.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
55,Malcolm Brogdon\brogdma01,PG,27,IND,6,6,33.7,7.7,16.3,.469,1.7,4.8,.345,6.0,11.5,.522,.520,5.5,5.7,.971,0.7,4.7,5.3,9.7,1.3,0.5,2.8,2.3,22.5
56,Dillon Brooks\brookdi01,SF,24,MEM,5,5,26.4,4.4,10.6,.415,1.8,4.0,.450,2.6,6.6,.394,.500,1.0,1.0,1.000,0.6,2.4,3.0,1.8,1.2,0.4,1.2,4.8,11.6
57,Bruce Brown\brownbr01,SG,23,DET,7,4,24.4,2.6,6.4,.400,0.4,1.6,.273,2.1,4.9,.441,.433,1.3,2.0,.643,0.3,3.6,3.9,1.6,0.7,0.1,2.3,3.4,6.9
58,Jaylen Brown\brownja02,SG,23,BOS,3,3,28.7,6.7,13.3,.500,1.3,4.7,.286,5.3,8.7,.615,.550,2.7,4.0,.667,0.3,6.3,6.7,2.0,0.7,1.0,1.3,3.7,17.3
59,Sterling Brown\brownst02,SG,24,MIL,4,0,10.3,1.8,3.0,.583,1.0,1.8,.571,0.8,1.3,.600,.750,0.5,0.8,.667,0.8,3.3,4.0,0.5,0.0,0.0,0.8,1.0,5.0
60,Troy Brown\browntr01,SG,20,WAS,2,0,19.5,3.5,5.5,.636,1.0,2.5,.400,2.5,3.0,.833,.727,1.0,1.0,1.000,1.5,2.5,4.0,1.0,1.5,0.5,0.5,1.5,9.0
61,Jalen Brunson\brunsja01,PG,23,DAL,6,3,23.3,3.5,8.7,.404,1.0,3.3,.300,2.5,5.3,.469,.462,1.2,2.3,.500,1.2,2.3,3.5,3.8,0.3,0.0,1.0,1.5,9.2
62,Thomas Bryant\bryanth01,C,22,WAS,5,5,29.4,4.6,10.4,.442,0.8,3.2,.250,3.8,7.2,.528,.481,2.2,2.8,.786,2.0,8.2,10.2,2.6,1.0,2.0,1.8,1.4,12.2
63,Alec Burks\burksal01,SG,28,GSW,3,0,19.3,2.7,6.0,.444,1.0,1.7,.600,1.7,4.3,.385,.528,0.7,0.7,1.000,0.0,2.0,2.0,1.7,0.0,0.3,0.7,1.3,7.0
64,Deonte Burton\burtode02,SG,26,OKC,4,0,5.3,0.5,1.3,.400,0.5,1.0,.500,0.0,0.3,.000,.600,0.0,0.0,,0.0,1.0,1.0,0.0,0.3,0.0,0.5,0.8,1.5
65,Jimmy Butler\butleji01,SF,30,MIA,3,3,31.0,4.7,12.0,.389,1.0,3.3,.300,3.7,8.7,.423,.431,4.3,6.7,.650,2.3,4.7,7.0,7.3,4.3,1.3,3.0,1.3,14.7
66,Bruno Caboclo\cabocbr01,SF,24,MEM,3,0,6.0,0.3,3.0,.111,0.0,1.0,.000,0.3,2.0,.167,.111,0.0,0.0,,0.7,1.0,1.7,0.0,0.3,0.7,0.3,0.7,0.7
67,Kentavious Caldwell-Pope\caldwke01,SG,26,LAL,6,0,24.0,2.7,7.0,.381,0.7,2.5,.267,2.0,4.5,.444,.429,0.7,0.8,.800,0.2,2.0,2.2,1.7,0.7,0.2,0.8,2.7,6.7
68,Vlatko Čančar\cancavl01,SF,22,DEN,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Clint Capela\capelca01,C,25,HOU,6,6,26.3,5.8,9.3,.625,0.0,0.0,,5.8,9.3,.625,.625,1.5,3.2,.474,1.5,6.5,8.0,1.0,1.2,1.7,1.5,3.2,13.2
70,DeMarre Carroll\carrode01,SF,33,SAS,2,0,11.0,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,1.0,1.0,1.000,0.5,1.0,1.5,1.5,0.0,0.5,0.5,2.0,3.0
71,Jevon Carter\carteje01,PG,24,PHO,6,1,20.5,2.2,5.5,.394,1.7,3.7,.455,0.5,1.8,.273,.545,0.7,0.7,1.000,0.2,2.0,2.2,2.8,1.0,0.2,2.2,2.7,6.7
72,Vince Carter\cartevi01,SF,43,ATL,5,0,13.6,1.4,4.6,.304,0.2,3.2,.063,1.2,1.4,.857,.326,0.0,0.0,,0.0,1.4,1.4,0.6,0.4,0.0,0.4,0.6,3.0
73,Wendell Carter\cartewe01,C,20,CHI,7,7,27.9,5.7,9.3,.615,0.1,0.9,.167,5.6,8.4,.661,.623,3.0,4.6,.656,3.1,6.3,9.4,0.9,0.4,1.0,1.3,4.0,14.6
74,Michael Carter-Williams\cartemi01,PG,28,ORL,4,0,13.0,1.0,3.3,.308,0.5,1.3,.400,0.5,2.0,.250,.385,0.0,0.0,,1.3,2.0,3.3,1.0,1.3,0.3,0.8,1.8,2.5
75,Alex Caruso\carusal01,SG,25,LAL,5,0,16.4,1.4,3.6,.389,0.4,1.4,.286,1.0,2.2,.455,.444,0.0,0.0,,0.0,1.4,1.4,1.6,1.4,0.6,1.8,1.2,3.2
76,Willie Cauley-Stein\caulewi01,C,26,GSW,3,2,17.0,4.0,6.3,.632,0.0,0.0,,4.0,6.3,.632,.632,0.7,0.7,1.000,0.7,5.3,6.0,1.0,0.7,0.7,0.0,2.7,8.7
77,Tyson Chandler\chandty01,C,37,HOU,6,0,6.8,1.2,1.3,.875,0.0,0.0,,1.2,1.3,.875,.875,0.0,0.2,.000,0.8,1.8,2.7,0.2,0.5,0.2,0.2,1.2,2.3
78,Chris Chiozza\chiozch01,PG,24,WAS,2,0,17.5,1.0,4.5,.222,1.0,2.0,.500,0.0,2.5,.000,.333,0.0,0.0,,0.0,2.0,2.0,3.5,1.0,1.0,1.5,3.0,3.0
79,Marquese Chriss\chrisma01,PF,22,GSW,5,1,14.6,1.6,3.6,.444,0.0,0.2,.000,1.6,3.4,.471,.444,2.0,2.4,.833,1.4,2.6,4.0,1.6,1.0,0.4,2.0,2.4,5.2
80,Brandon Clarke\clarkbr01,PF,23,MEM,5,0,23.0,5.2,9.0,.578,0.4,1.2,.333,4.8,7.8,.615,.600,0.8,1.0,.800,1.8,4.4,6.2,0.8,1.2,1.6,0.8,2.2,11.6
81,Jordan Clarkson\clarkjo01,SG,27,CLE,6,0,22.7,4.8,10.3,.468,1.8,5.2,.355,3.0,5.2,.581,.556,4.0,4.3,.923,0.2,1.0,1.2,2.5,1.0,0.3,1.2,1.0,15.5
82,Chris Clemons\clemoch01,PG,22,HOU,1,0,22.0,5.0,10.0,.500,4.0,9.0,.444,1.0,1.0,1.000,.700,2.0,2.0,1.000,2.0,1.0,3.0,1.0,0.0,1.0,2.0,3.0,16.0
83,John Collins\collijo01,PF,22,ATL,5,5,32.2,6.4,12.2,.525,1.8,3.8,.474,4.6,8.4,.548,.598,2.4,3.4,.706,2.0,6.8,8.8,1.6,1.0,2.0,1.4,3.4,17.0
84,Zach Collins\colliza01,PF,22,POR,3,3,28.7,3.0,6.3,.474,1.0,2.3,.429,2.0,4.0,.500,.553,2.0,2.0,1.000,1.3,2.7,4.0,2.0,0.0,0.7,2.0,3.7,9.0
85,Mike Conley\conlemi01,PG,32,UTA,7,7,29.0,3.9,12.1,.318,1.6,5.6,.282,2.3,6.6,.348,.382,3.1,3.9,.815,0.3,1.9,2.1,3.9,1.0,0.1,3.1,2.9,12.4
86,Pat Connaughton\connapa01,SG,27,MIL,5,0,17.6,2.8,7.0,.400,1.6,4.6,.348,1.2,2.4,.500,.514,0.2,0.2,1.000,0.0,2.4,2.4,1.8,0.2,0.6,0.0,1.4,7.4
87,Quinn Cook\cookqu01,PG,26,LAL,6,0,15.7,2.0,5.7,.353,0.5,2.3,.214,1.5,3.3,.450,.397,0.0,0.0,,0.2,1.2,1.3,2.3,0.2,0.0,0.7,0.7,4.5
88,Tyler Cook\cookty01,PF,22,CLE,3,0,1.7,0.7,1.0,.667,0.0,0.0,,0.7,1.0,.667,.667,0.0,0.0,,0.7,0.3,1.0,0.0,0.3,0.0,0.0,0.0,1.3
89,Robert Covington\covinro01,PF,29,MIN,5,5,24.8,4.4,9.6,.458,1.8,5.4,.333,2.6,4.2,.619,.552,1.6,1.8,.889,1.4,4.6,6.0,1.0,0.8,0.8,1.4,3.0,12.2
90,Torrey Craig\craigto01,SF,29,DEN,6,2,19.3,1.2,4.3,.269,0.3,2.2,.154,0.8,2.2,.385,.308,0.3,0.7,.500,1.0,3.3,4.3,0.8,0.5,1.3,0.5,2.3,3.0
91,Jae Crowder\crowdja01,SF,29,MEM,5,5,30.6,2.6,9.2,.283,1.6,7.0,.229,1.0,2.2,.455,.370,1.4,1.8,.778,1.2,4.8,6.0,3.0,0.4,0.4,1.2,2.0,8.2
92,Jarrett Culver\culveja01,SG,20,MIN,5,0,16.8,2.6,7.2,.361,1.0,3.6,.278,1.6,3.6,.444,.431,0.2,1.4,.143,0.6,1.2,1.8,0.8,0.8,0.0,2.0,1.6,6.4
93,Seth Curry\curryse01,SG,29,DAL,6,3,22.0,3.2,6.8,.463,1.8,4.3,.423,1.3,2.5,.533,.598,1.2,1.2,1.000,0.5,1.2,1.7,1.8,0.8,0.2,0.8,1.5,9.3
94,Stephen Curry\curryst01,PG,31,GSW,4,4,28.0,6.8,16.5,.409,2.3,9.3,.243,4.5,7.3,.621,.477,4.5,4.5,1.000,1.0,4.0,5.0,6.5,1.3,0.5,3.8,2.5,20.3
95,Troy Daniels\danietr01,SG,28,LAL,6,0,15.5,1.8,5.7,.324,1.2,4.3,.269,0.7,1.3,.500,.426,0.5,0.5,1.000,0.0,1.0,1.0,0.5,0.5,0.0,0.5,0.3,5.3
96,Anthony Davis\davisan02,PF,26,LAL,6,6,35.2,9.5,20.3,.467,0.7,3.0,.222,8.8,17.3,.510,.484,8.8,10.0,.883,2.8,8.7,11.5,2.7,1.0,3.0,3.0,2.5,28.5
97,Ed Davis\davised01,C,30,UTA,6,0,12.2,0.7,1.7,.400,0.0,0.0,,0.7,1.7,.400,.400,0.3,0.7,.500,1.5,3.7,5.2,0.2,0.2,0.5,0.8,2.3,1.7
98,Terence Davis\daviste02,SG,22,TOR,6,0,7.7,0.7,2.2,.308,0.3,1.0,.333,0.3,1.2,.286,.385,0.7,0.7,1.000,0.5,1.5,2.0,0.7,0.5,0.2,0.2,1.2,2.3
99,Dewayne Dedmon\dedmode01,C,30,SAC,7,4,18.0,2.0,5.6,.359,0.4,2.6,.167,1.6,3.0,.524,.397,0.7,0.7,1.000,2.0,3.6,5.6,0.7,0.4,0.9,2.4,3.3,5.1
100,Matthew Dellavedova\dellama01,PG,29,CLE,4,0,18.0,1.0,4.0,.250,0.0,2.8,.000,1.0,1.3,.800,.250,0.5,0.8,.667,0.5,0.8,1.3,2.5,0.8,0.0,1.0,2.0,2.5
101,DeMar DeRozan\derozde01,SG,30,SAS,6,6,33.3,7.7,15.5,.495,0.0,0.2,.000,7.7,15.3,.500,.495,5.0,6.7,.750,0.5,4.5,5.0,4.2,0.8,0.5,3.8,2.2,20.3
102,Cheick Diallo\diallch01,C,23,PHO,3,0,2.0,0.7,0.7,1.000,0.0,0.0,,0.7,0.7,1.000,1.000,0.7,0.7,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,2.0
103,Hamidou Diallo\diallha01,SG,21,OKC,6,0,20.2,4.2,9.0,.463,0.2,1.7,.100,4.0,7.3,.545,.472,1.5,2.7,.563,2.0,3.0,5.0,0.5,1.0,0.3,1.7,2.7,10.0
104,Gorgui Dieng\dienggo01,C,30,MIN,2,1,15.0,4.0,6.0,.667,1.0,2.0,.500,3.0,4.0,.750,.750,1.0,1.5,.667,0.5,4.5,5.0,0.5,1.0,1.5,1.5,1.0,10.0
105,Spencer Dinwiddie\dinwisp01,SG,26,BRK,6,0,24.5,4.7,12.0,.389,1.2,4.8,.241,3.5,7.2,.488,.438,4.7,6.0,.778,0.3,2.0,2.3,5.0,0.5,0.5,3.0,3.8,15.2
106,Donte DiVincenzo\divindo01,SG,23,MIL,3,0,13.7,2.7,6.3,.421,2.0,4.0,.500,0.7,2.3,.286,.579,0.0,0.0,,0.7,1.7,2.3,1.3,1.0,0.3,0.3,1.3,7.3
107,Luka Dončić\doncilu01,PG,20,DAL,6,6,35.5,8.7,18.7,.464,3.2,9.0,.352,5.5,9.7,.569,.549,6.2,7.7,.804,1.7,8.7,10.3,9.5,1.5,0.2,4.7,2.5,26.7
108,Damyean Dotson\dotsoda01,SG,25,NYK,3,0,7.0,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,,.750,0.7,1.0,.667,0.0,0.7,0.7,0.7,0.0,0.0,0.7,0.3,1.7
109,Goran Dragić\dragigo01,PG,33,MIA,6,0,27.3,4.8,10.3,.468,2.3,6.0,.389,2.5,4.3,.577,.581,4.2,5.8,.714,0.0,3.3,3.3,4.2,0.7,0.3,2.7,2.2,16.2
110,Andre Drummond\drumman01,C,26,DET,7,7,35.7,9.1,15.0,.610,0.0,0.7,.000,9.1,14.3,.640,.610,3.9,6.0,.643,4.6,14.1,18.7,2.4,1.7,2.6,4.0,4.1,22.1
111,Jared Dudley\dudleja01,SF,34,LAL,4,0,8.0,0.5,0.8,.667,0.5,0.5,1.000,0.0,0.3,.000,1.000,0.0,0.0,,0.0,0.5,0.5,0.3,0.3,0.0,0.0,1.3,1.5
112,Kris Dunn\dunnkr01,PG,25,CHI,7,0,20.7,2.1,6.0,.357,0.0,1.6,.000,2.1,4.4,.484,.357,0.4,0.9,.500,0.4,2.0,2.4,3.0,1.7,0.3,0.6,2.9,4.7
113,Carsen Edwards\edwarca01,PG,21,BOS,4,0,13.0,1.3,5.5,.227,0.5,3.3,.154,0.8,2.3,.333,.273,1.0,1.5,.667,0.5,1.0,1.5,1.0,0.5,0.0,0.0,0.8,4.0
114,Wayne Ellington\ellinwa01,SG,32,NYK,6,1,19.0,2.0,6.3,.316,1.7,5.7,.294,0.3,0.7,.500,.447,0.0,0.2,.000,0.0,2.2,2.2,1.2,0.3,0.2,1.0,1.3,5.7
115,Joel Embiid\embiijo01,C,25,PHI,3,3,25.3,8.0,15.7,.511,1.3,3.7,.364,6.7,12.0,.556,.553,6.0,7.3,.818,2.7,7.7,10.3,3.3,1.3,1.7,2.7,4.0,23.3
116,James Ennis\ennisja01,SF,29,PHI,5,0,16.0,1.8,3.8,.474,0.4,1.4,.286,1.4,2.4,.583,.526,2.0,2.4,.833,2.0,4.0,6.0,0.8,0.6,0.2,1.0,2.0,6.0
117,Drew Eubanks\eubandr01,PF,22,SAS,1,0,2.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0
118,Jacob Evans\evansja02,SG,22,GSW,3,0,14.3,1.7,4.0,.417,1.3,2.7,.500,0.3,1.3,.250,.583,1.3,1.3,1.000,0.3,1.3,1.7,0.7,0.0,0.0,0.3,0.7,6.0
119,Tacko Fall\fallta01,C,24,BOS,1,0,4.0,2.0,4.0,.500,0.0,0.0,,2.0,4.0,.500,.500,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,4.0
