Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG_Per,3P,3PA,3P_Per,2P,2PA,2P_Per,eFG_Per,FT,FTA,FT_Per,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Owned,ER3,TER3
156,Jared Harper\harpeja01,PG,22,PHO,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8.037,-8.037
157,Montrezl Harrell\harremo01,C,26,LAC,7,0,28.0,7.6,10.3,.736,0.0,0.0,,7.6,10.3,.736,.736,4.1,6.3,.659,2.3,3.6,5.9,2.0,0.6,0.7,2.4,2.9,19.3,0,105.829,87.112
158,Gary Harris\harriga01,SG,25,DEN,6,6,32.5,4.5,10.7,.422,1.8,5.0,.367,2.7,5.7,.471,.508,1.8,2.3,.786,0.3,3.2,3.5,1.7,1.3,0.2,1.7,2.2,12.7,0,67.498,54.240
159,Joe Harris\harrijo01,SG,28,BRK,6,6,33.7,5.3,9.7,.552,3.3,5.8,.571,2.0,3.8,.522,.724,0.3,0.5,.667,0.8,3.0,3.8,1.5,0.8,0.2,1.8,2.8,14.3,0,98.729,84.691
160,Tobias Harris\harrito02,SF,27,PHI,5,5,36.2,7.6,14.4,.528,1.8,5.0,.360,5.8,9.4,.617,.590,2.6,3.2,.813,0.6,8.0,8.6,3.0,1.4,0.4,2.4,3.6,19.6,0,125.630,106.913
161,Shaquille Harrison\harrish01,PG,26,CHI,3,0,5.7,0.7,2.3,.286,0.0,0.0,,0.7,2.3,.286,.286,1.3,2.0,.667,0.0,1.3,1.3,0.3,0.0,0.3,0.0,0.7,2.7,0,3.592,3.592
162,Josh Hart\hartjo01,SF,24,NOP,6,2,29.3,4.5,9.7,.466,2.3,5.8,.400,2.2,3.8,.565,.586,2.2,2.3,.929,1.8,5.8,7.7,1.2,1.0,0.7,1.3,2.8,13.5,0,103.237,93.098
163,Jaxson Hayes\hayesja02,C,19,NOP,3,0,15.7,4.3,6.0,.722,0.0,0.3,.000,4.3,5.7,.765,.722,0.7,1.7,.400,1.7,1.7,3.3,1.3,0.7,0.3,0.3,4.0,9.3,0,57.973,55.634
164,Gordon Hayward\haywago01,SF,29,BOS,5,5,34.4,6.2,13.0,.477,2.0,3.6,.556,4.2,9.4,.447,.554,2.2,2.8,.786,0.8,6.8,7.6,3.6,0.8,0.2,2.4,2.2,16.6,0,96.109,77.391
165,John Henson\hensojo01,PF,29,CLE,1,0,8.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,1.0,6.0,.167,2.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,3.0,0,26.824,19.025
166,Juan Hernangómez\hernaju01,PF,24,DEN,2,0,9.0,0.5,2.0,.250,0.5,1.5,.333,0.0,0.5,.000,.375,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.5,0,11.202,11.202
167,Willy Hernangómez\hernawi01,C,25,CHO,2,0,11.0,1.5,3.0,.500,0.0,0.0,,1.5,3.0,.500,.500,0.0,0.0,,2.0,1.0,3.0,0.5,0.5,0.5,0.5,0.5,3.0,0,34.735,30.835
168,Tyler Herro\herroty01,SG,20,MIA,6,3,32.5,5.3,12.3,.432,2.0,5.5,.364,3.3,6.8,.488,.514,3.0,3.7,.818,0.3,5.7,6.0,2.8,0.8,0.0,2.2,1.7,15.7,0,75.039,57.882
169,Mario Hezonja\hezonma01,SF,24,POR,6,1,22.7,1.8,5.2,.355,0.7,2.0,.333,1.2,3.2,.368,.419,1.0,1.3,.750,0.5,6.2,6.7,1.2,0.8,0.3,1.0,2.5,5.3,0,45.488,37.689
170,Buddy Hield\hieldbu01,SG,27,SAC,7,7,30.7,6.4,15.9,.405,3.4,9.1,.375,3.0,6.7,.447,.514,0.9,1.1,.750,0.7,3.0,3.7,1.9,0.7,0.4,3.0,2.9,17.1,0,76.724,53.328
171,George Hill\hillge01,PG,33,MIL,6,0,23.5,3.8,6.7,.575,1.3,2.8,.471,2.5,3.8,.652,.675,1.0,1.7,.600,1.2,2.0,3.2,3.7,1.0,0.2,0.3,1.8,10.0,0,78.071,75.731
172,Solomon Hill\hillso01,SF,28,MEM,3,0,20.3,3.0,5.3,.563,1.3,2.7,.500,1.7,2.7,.625,.688,1.7,2.7,.625,1.0,3.7,4.7,1.7,1.0,0.3,2.0,1.7,9.0,0,68.372,52.774
173,Aaron Holiday\holidaa01,PG,23,IND,4,0,11.5,1.0,5.5,.182,0.8,1.8,.429,0.3,3.8,.067,.250,0.3,0.5,.500,0.0,1.0,1.0,1.8,1.0,0.0,0.8,1.3,3.0,0,9.327,3.088
174,Jrue Holiday\holidjr01,SG,29,NOP,4,4,35.3,5.3,14.5,.362,2.0,5.8,.348,3.3,8.8,.371,.431,1.5,2.0,.750,0.8,3.3,4.0,6.8,1.3,0.5,2.3,2.3,14.0,0,83.734,65.797
175,Justin Holiday\holidju01,SG,30,IND,6,0,22.8,2.2,5.8,.371,1.3,4.2,.320,0.8,1.7,.500,.486,0.0,0.0,,0.5,3.7,4.2,1.2,1.0,0.7,0.5,2.3,5.7,0,59.434,55.535
176,Rondae Hollis-Jefferson\holliro01,SF,25,TOR,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,2.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,-8.645,-8.645
177,Richaun Holmes\holmeri01,C,26,SAC,7,3,23.7,5.0,7.3,.686,0.0,0.0,,5.0,7.3,.686,.686,1.4,2.0,.714,2.4,4.1,6.6,1.0,0.7,1.3,1.4,3.9,11.4,0,100.889,89.971
178,Rodney Hood\hoodro01,SF,27,POR,6,6,32.0,5.2,9.7,.534,2.3,4.5,.519,2.8,5.2,.548,.655,1.7,2.2,.769,0.5,3.3,3.8,0.5,1.2,0.7,1.2,2.3,14.3,0,98.767,89.408
179,Al Horford\horfoal01,PF,33,PHI,5,5,32.2,6.4,14.2,.451,1.2,4.4,.273,5.2,9.8,.531,.493,2.2,3.0,.733,2.6,5.6,8.2,4.2,0.8,1.2,0.8,4.0,16.2,0,105.739,99.500
180,Danuel House\houseda01,SF,26,HOU,6,5,28.8,3.8,8.0,.479,2.5,5.5,.455,1.3,2.5,.533,.635,2.0,2.5,.800,0.8,3.8,4.7,0.7,0.7,1.0,0.7,1.7,12.2,0,92.745,87.286
181,Dwight Howard\howardw01,C,34,LAL,6,0,21.3,3.2,4.0,.792,0.0,0.0,,3.2,4.0,.792,.792,0.5,1.3,.375,2.5,5.7,8.2,1.3,0.8,2.3,1.0,4.0,6.8,0,114.424,106.625
182,Kevin Huerter\huertke01,SG,21,ATL,5,1,20.0,2.0,6.0,.333,1.0,3.8,.263,1.0,2.2,.455,.417,1.2,1.4,.857,0.4,2.6,3.0,3.2,0.6,0.2,1.6,2.0,6.2,0,42.399,29.921
183,De'Andre Hunter\huntede01,SF,22,ATL,5,5,26.8,3.0,7.6,.395,0.8,3.2,.250,2.2,4.4,.500,.447,1.6,2.2,.727,0.4,3.6,4.0,1.0,0.8,0.4,2.2,2.0,8.4,0,43.440,26.282
184,Serge Ibaka\ibakase01,C,30,TOR,6,0,24.5,5.3,10.3,.516,0.7,2.0,.333,4.7,8.3,.560,.548,2.5,3.2,.789,1.0,5.7,6.7,0.7,0.5,1.7,2.5,2.7,13.8,0,100.009,80.512
185,Ersan İlyasova\ilyaser01,PF,32,MIL,6,0,19.0,2.8,6.2,.459,1.2,3.2,.368,1.7,3.0,.556,.554,1.3,1.7,.800,1.2,5.5,6.7,0.7,0.7,0.5,0.7,2.7,8.2,0,65.221,59.761
186,Joe Ingles\inglejo01,SF,32,UTA,7,1,28.7,2.3,6.3,.364,1.6,4.7,.333,0.7,1.6,.455,.489,0.3,0.3,1.000,0.1,4.0,4.1,3.6,1.0,0.1,1.4,2.6,6.4,0,59.867,48.949
187,Brandon Ingram\ingrabr01,PF,22,NOP,6,6,30.8,8.7,16.8,.515,2.7,5.3,.500,6.0,11.5,.522,.594,3.5,5.0,.700,1.2,6.3,7.5,4.2,0.5,1.2,2.3,2.2,23.5,0,136.546,118.609
188,Kyrie Irving\irvinky01,PG,27,BRK,6,6,33.7,10.3,23.0,.449,3.5,9.0,.389,6.8,14.0,.488,.525,6.3,7.0,.905,0.8,5.7,6.5,7.5,1.0,0.7,2.5,2.8,30.5,0,162.680,143.183
189,Jonathan Isaac\isaacjo01,SF,22,ORL,6,6,29.7,3.5,8.8,.396,1.5,4.0,.375,2.0,4.8,.414,.481,2.0,2.2,.923,0.8,5.2,6.0,1.5,1.5,2.5,1.3,2.0,10.5,0,126.955,116.817
190,Wesley Iwundu\iwundwe01,SF,25,ORL,1,0,13.0,1.0,4.0,.250,0.0,1.0,.000,1.0,3.0,.333,.250,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0,-10.137,-25.734
191,Frank Jackson\jacksfr01,PG,21,NOP,6,0,18.5,4.3,9.3,.464,1.5,4.2,.360,2.8,5.2,.548,.545,1.5,1.8,.818,0.2,1.0,1.2,1.5,0.7,0.2,1.2,2.0,11.7,0,55.411,46.052
192,Jaren Jackson\jacksja02,C,20,MEM,5,5,25.2,4.6,10.4,.442,1.0,3.8,.263,3.6,6.6,.545,.490,3.0,3.8,.789,2.0,3.4,5.4,0.8,0.6,1.6,2.4,4.6,13.2,0,85.819,67.102
193,Justin Jackson\jacksju01,SF,24,DAL,6,0,12.8,2.0,3.8,.522,0.7,1.7,.400,1.3,2.2,.615,.609,0.8,1.0,.833,0.3,1.5,1.8,0.5,0.2,0.0,0.3,0.5,5.5,0,28.255,25.916
194,Reggie Jackson\jacksre01,PG,29,DET,2,2,18.0,2.0,5.5,.364,0.5,2.5,.200,1.5,3.0,.500,.409,0.5,0.5,1.000,0.5,2.0,2.5,4.0,0.0,0.0,0.5,1.0,5.0,0,28.030,24.131
195,Justin James\jamesju01,SG,23,SAC,3,0,4.0,1.0,2.3,.429,0.0,0.7,.000,1.0,1.7,.600,.429,0.3,1.3,.250,0.0,0.7,0.7,0.3,0.3,0.3,0.0,0.0,2.3,0,4.011,4.011
196,LeBron James\jamesle01,SF,35,LAL,6,6,35.0,9.2,19.3,.474,1.5,5.3,.281,7.7,14.0,.548,.513,5.7,7.5,.756,0.8,7.2,8.0,11.2,1.5,0.7,4.2,1.7,25.5,0,155.765,123.010
197,Amile Jefferson\jeffeam01,PF,26,ORL,1,0,6.0,2.0,2.0,1.000,0.0,0.0,,2.0,2.0,1.000,1.000,0.0,0.0,,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,0,34.540,26.741
198,Cameron Johnson\johnsca02,SF,23,PHO,4,0,13.3,2.3,4.8,.474,1.3,3.5,.357,1.0,1.3,.800,.605,0.3,0.5,.500,0.3,2.0,2.3,0.3,0.5,0.0,0.8,2.5,6.0,0,34.119,27.880
199,James Johnson\johnsja01,PF,32,MIA,1,0,22.0,7.0,12.0,.583,2.0,5.0,.400,5.0,7.0,.714,.667,1.0,2.0,.500,0.0,4.0,4.0,3.0,0.0,0.0,1.0,1.0,17.0,0,78.687,70.889
200,Stanley Johnson\johnsst04,SF,23,TOR,2,0,5.0,1.0,2.0,.500,0.5,1.5,.333,0.5,0.5,1.000,.625,0.0,0.0,,0.5,1.5,2.0,0.0,0.5,0.0,2.0,2.0,2.5,0,22.469,6.871
201,Tyler Johnson\johnsty01,PG,27,PHO,6,0,19.2,2.5,5.7,.441,1.3,2.8,.471,1.2,2.8,.412,.559,0.7,0.7,1.000,0.2,1.5,1.7,2.2,0.3,0.2,0.8,1.7,7.0,0,45.811,39.572
202,Nikola Jokić\jokicni01,C,24,DEN,6,6,30.7,6.0,12.5,.480,1.0,3.5,.286,5.0,9.0,.556,.520,2.8,3.5,.810,2.0,8.5,10.5,6.0,1.2,0.5,3.0,3.3,15.8,0,118.533,95.137
203,Damian Jones\jonesda03,C,24,ATL,4,0,10.3,1.3,1.8,.714,0.3,0.3,1.000,1.0,1.5,.667,.786,0.8,1.0,.750,0.5,0.8,1.3,0.0,0.5,0.5,0.0,2.0,3.5,0,37.149,37.149
204,Derrick Jones\jonesde02,SF,22,MIA,2,0,15.5,3.5,4.5,.778,0.5,1.0,.500,3.0,3.5,.857,.833,1.5,1.5,1.000,0.5,1.0,1.5,0.0,0.5,0.0,0.5,3.5,9.0,0,56.796,52.897
205,Tyus Jones\jonesty01,PG,23,MEM,5,0,20.6,2.6,7.6,.342,0.2,2.0,.100,2.4,5.6,.429,.355,1.4,2.4,.583,0.0,0.8,0.8,4.6,1.2,0.0,1.2,1.6,6.8,0,27.329,17.970
206,DeAndre Jordan\jordade01,C,31,BRK,6,3,22.0,2.7,4.8,.552,0.0,0.0,,2.7,4.8,.552,.552,1.2,2.5,.467,2.7,7.3,10.0,1.5,0.3,1.2,1.3,2.8,6.5,0,66.446,56.308
207,Cory Joseph\josepco01,PG,28,SAC,7,0,15.4,2.0,5.1,.389,0.3,1.3,.222,1.7,3.9,.444,.417,1.3,1.3,1.000,0.7,0.9,1.6,1.7,0.3,0.1,1.4,1.6,5.6,0,26.529,15.611
208,Mfiondu Kabengele\kabenmf01,C,22,LAC,3,0,2.3,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,,.750,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.3,1.0,0,12.500,12.500
209,Frank Kaminsky\kaminfr01,C,26,PHO,6,0,25.7,3.8,9.8,.390,0.8,4.2,.200,3.0,5.7,.529,.432,3.8,4.7,.821,0.7,5.7,6.3,2.5,0.2,0.3,2.2,2.5,12.3,0,50.527,33.370
210,Enes Kanter\kanteen01,C,27,BOS,1,1,25.0,5.0,8.0,.625,0.0,1.0,.000,5.0,7.0,.714,.625,2.0,7.0,.286,3.0,3.0,6.0,2.0,0.0,0.0,0.0,3.0,12.0,0,-0.152,-0.152
211,Luke Kennard\kennalu01,SG,23,DET,7,4,31.1,5.3,11.9,.446,2.9,6.6,.435,2.4,5.3,.459,.566,3.0,3.3,.913,0.1,2.4,2.6,3.7,0.3,0.0,1.1,1.6,16.4,0,81.089,72.511
212,Stanton Kidd\kiddst01,SF,27,UTA,3,0,4.3,0.0,1.0,.000,0.0,0.3,.000,0.0,0.7,.000,.000,0.0,0.0,,0.0,0.7,0.7,0.3,0.0,0.0,0.7,0.7,0.0,0,-4.804,-10.263
213,Michael Kidd-Gilchrist\kiddgmi01,SF,26,CHO,1,0,10.0,2.0,7.0,.286,1.0,1.0,1.000,1.0,6.0,.167,.357,0.0,0.0,,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,0,4.996,-2.802
214,Maxi Kleber\klebima01,PF,28,DAL,5,2,28.6,3.2,7.8,.410,1.2,4.2,.286,2.0,3.6,.556,.487,1.2,1.4,.857,1.8,6.0,7.8,1.2,0.2,1.6,1.4,3.2,8.8,0,83.214,72.295
215,Brandon Knight\knighbr03,PG,28,CLE,2,0,13.0,1.5,5.5,.273,1.5,4.5,.333,0.0,1.0,.000,.409,0.5,1.0,.500,0.0,0.5,0.5,3.0,0.5,0.0,1.5,2.0,5.0,0,21.541,9.843
216,Kevin Knox\knoxke01,SF,20,NYK,7,0,23.4,3.4,8.4,.407,1.9,4.4,.419,1.6,4.0,.393,.517,1.9,2.9,.650,0.7,3.0,3.7,1.4,0.6,0.1,0.9,2.1,10.6,0,44.872,37.853
217,Furkan Korkmaz\korkmfu01,SG,22,PHI,5,0,16.0,2.2,5.4,.407,1.4,4.0,.350,0.8,1.4,.571,.537,0.8,1.0,.800,0.0,1.6,1.6,0.8,0.2,0.6,0.6,1.6,6.6,0,42.102,37.422
218,Luke Kornet\kornelu01,C,24,CHI,7,0,12.4,1.7,4.7,.364,0.6,2.4,.235,1.1,2.3,.500,.424,0.6,0.6,1.000,0.7,1.3,2.0,0.9,0.1,0.6,0.3,1.1,4.6,0,30.391,28.052
219,Kyle Korver\korveky01,SG,38,MIL,5,0,16.6,2.8,5.8,.483,2.4,4.8,.500,0.4,1.0,.400,.690,0.6,0.8,.750,0.6,1.2,1.8,0.2,0.4,0.2,1.0,1.2,8.6,0,53.147,45.348
220,Rodions Kurucs\kurucro01,SF,21,BRK,6,0,12.7,1.0,2.7,.375,0.3,0.5,.667,0.7,2.2,.308,.438,0.3,1.0,.333,0.8,2.0,2.8,0.2,0.3,0.0,1.2,2.2,2.7,0,7.214,-2.145
221,Kyle Kuzma\kuzmaky01,PF,24,LAL,2,0,17.5,2.5,7.5,.333,0.5,4.0,.125,2.0,3.5,.571,.367,1.5,2.0,.750,0.5,2.5,3.0,0.5,0.0,0.0,0.5,1.0,7.0,0,4.834,0.935
222,Skal Labissière\labissk01,PF,23,POR,6,0,13.2,3.0,4.5,.667,0.0,0.0,,3.0,4.5,.667,.667,1.3,2.0,.667,2.2,1.7,3.8,0.7,0.2,0.8,1.3,2.5,7.3,0,54.471,44.332
223,Jeremy Lamb\lambje01,SG,27,IND,4,4,31.8,5.8,12.3,.469,1.0,4.0,.250,4.8,8.3,.576,.510,4.3,5.0,.850,1.3,5.5,6.8,2.3,1.3,1.0,1.5,3.3,16.8,0,107.811,96.113
224,Romeo Langford\langfro01,SG,20,BOS,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.000,0.000
225,Zach LaVine\lavinza01,SG,24,CHI,7,7,32.1,7.7,17.9,.432,2.7,6.9,.396,5.0,11.0,.455,.508,3.0,4.0,.750,1.4,2.7,4.1,3.6,1.0,0.4,3.3,2.6,21.1,0,91.744,66.008
226,Jake Layman\laymaja01,PF,25,MIN,5,0,24.8,3.8,9.0,.422,1.6,4.0,.400,2.2,5.0,.440,.511,0.4,0.6,.667,0.4,2.0,2.4,0.6,0.4,0.8,1.0,2.4,9.6,0,53.622,45.823
227,T.J. Leaf\leaftj01,PF,22,IND,5,1,12.6,2.0,5.6,.357,0.4,1.2,.333,1.6,4.4,.364,.393,0.4,0.4,1.000,2.0,3.0,5.0,0.6,0.4,0.2,0.8,1.4,4.8,0,27.399,21.160
228,Courtney Lee\leeco01,SG,34,DAL,2,2,11.0,1.5,3.5,.429,0.0,1.5,.000,1.5,2.0,.750,.429,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,3.0,0,2.274,2.274
229,Damion Lee\leeda03,SG,27,GSW,6,0,18.7,3.5,7.2,.488,1.7,3.3,.500,1.8,3.8,.478,.605,2.0,2.3,.857,1.0,3.0,4.0,1.5,0.3,0.0,1.5,2.2,10.7,0,57.846,46.148
230,Alex Len\lenal01,C,26,ATL,5,5,18.8,1.6,5.4,.296,0.4,2.6,.154,1.2,2.8,.429,.333,0.6,0.8,.750,1.4,2.8,4.2,1.6,0.6,1.2,1.4,2.6,4.2,0,48.454,37.535
231,Kawhi Leonard\leonaka01,SF,28,LAC,6,6,30.5,10.7,22.5,.474,1.8,5.2,.355,8.8,17.3,.510,.515,6.2,7.2,.860,1.5,5.8,7.3,5.7,2.3,1.0,3.0,2.7,29.3,0,169.025,145.629
232,Meyers Leonard\leoname01,C,27,MIA,6,6,22.3,3.5,5.5,.636,1.3,2.2,.615,2.2,3.3,.650,.758,0.5,0.8,.600,0.5,5.2,5.7,1.0,0.8,1.0,0.7,2.8,8.8,0,92.701,87.242
233,Caris LeVert\leverca01,SG,25,BRK,6,6,32.2,7.3,16.3,.449,1.3,4.0,.333,6.0,12.3,.486,.490,2.8,4.2,.680,1.3,3.2,4.5,3.5,1.0,0.0,3.8,2.3,18.8,0,65.908,36.272
234,Damian Lillard\lillada01,PG,29,POR,6,6,37.7,9.8,20.7,.476,3.7,9.0,.407,6.2,11.7,.529,.565,6.5,7.3,.886,0.3,5.2,5.5,7.8,1.5,0.5,2.8,2.7,29.8,0,174.700,152.863
235,Nassir Little\littlna01,SF,19,POR,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8.037,-8.037
236,Kevon Looney\looneke01,C,23,GSW,1,1,10.0,1.0,4.0,.250,1.0,1.0,1.000,0.0,3.0,.000,.375,0.0,0.0,,5.0,4.0,9.0,1.0,0.0,0.0,1.0,3.0,3.0,0,27.512,19.713
237,Brook Lopez\lopezbr01,C,31,MIL,6,6,28.0,3.0,8.8,.340,1.8,6.0,.306,1.2,2.8,.412,.443,2.7,2.8,.941,0.0,3.3,3.3,1.7,0.5,1.8,1.3,2.0,10.5,0,85.712,75.573
238,Robin Lopez\lopezro01,C,31,MIL,6,0,14.8,1.7,3.7,.455,0.5,2.0,.250,1.2,1.7,.700,.523,0.3,0.8,.400,0.2,2.0,2.2,0.7,0.3,0.5,0.8,1.8,4.2,0,29.348,23.109
239,Kevin Love\loveke01,PF,31,CLE,6,6,33.8,6.0,12.2,.493,2.8,6.8,.415,3.2,5.3,.594,.610,4.3,5.0,.867,0.8,14.5,15.3,4.3,1.0,0.2,3.5,2.0,19.2,0,144.716,117.420
240,Kyle Lowry\lowryky01,PG,33,TOR,6,6,38.8,7.3,15.5,.473,3.7,9.3,.393,3.7,6.2,.595,.591,5.7,6.3,.895,0.3,4.7,5.0,6.8,1.0,0.5,3.3,3.0,24.0,0,152.119,126.383
241,Trey Lyles\lylestr01,PF,24,SAS,6,6,20.3,1.3,3.3,.400,0.0,1.2,.000,1.3,2.2,.615,.400,0.3,0.3,1.000,1.7,6.0,7.7,1.7,0.2,0.0,0.7,1.3,3.0,0,31.909,26.450
242,Daryl Macon\maconda01,SG,24,MIA,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.000,0.000
243,Josh Magette\magetjo01,PG,30,ORL,1,0,6.0,2.0,4.0,.500,0.0,0.0,,2.0,4.0,.500,.500,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0,29.717,29.717
244,Thon Maker\makerth01,C,22,DET,7,0,14.7,0.9,2.7,.316,0.1,0.9,.167,0.7,1.9,.385,.342,0.9,1.4,.600,0.6,2.0,2.6,0.4,0.4,0.7,0.6,1.3,2.7,0,23.931,19.251
245,Terance Mann\mannte01,SG,23,LAC,5,0,3.2,0.4,0.6,.667,0.0,0.0,,0.4,0.6,.667,.667,0.0,0.0,,0.2,0.8,1.0,1.0,0.2,0.0,0.4,0.6,0.8,0,13.359,10.239
246,Boban Marjanović\marjabo01,C,31,DAL,2,0,13.0,4.0,8.0,.500,0.0,0.0,,4.0,8.0,.500,.500,0.0,0.5,.000,2.5,5.0,7.5,0.5,0.0,0.0,1.0,2.0,8.0,0,28.537,20.738
247,Lauri Markkanen\markkla01,PF,22,CHI,7,7,29.7,5.1,13.3,.387,1.6,6.3,.250,3.6,7.0,.510,.446,4.1,5.1,.806,1.4,7.1,8.6,2.1,1.0,0.3,1.9,1.7,16.0,0,73.742,58.924
248,Caleb Martin\martica02,SF,24,CHO,2,0,9.5,1.0,4.0,.250,0.0,1.0,.000,1.0,3.0,.333,.250,0.0,0.5,.000,0.0,1.5,1.5,1.5,0.5,1.0,1.0,1.0,2.0,0,22.547,14.748
249,Cody Martin\martico01,SF,24,CHO,5,0,6.4,0.4,1.2,.333,0.0,0.6,.000,0.4,0.6,.667,.333,0.8,1.2,.667,0.2,1.0,1.2,0.2,0.6,0.2,0.0,0.2,1.6,0,14.853,14.853
250,Kelan Martin\martike03,SF,24,MIN,1,0,5.0,0.0,3.0,.000,0.0,1.0,.000,0.0,2.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,-21.471,-21.471
251,Garrison Mathews\mathega01,SG,23,WAS,2,0,7.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.5,0.5,1.0,0.0,0.0,0.5,1.5,0.0,0,-2.101,-6.000
252,Wesley Matthews\matthwe02,SG,33,MIL,6,6,24.7,3.0,6.8,.439,1.5,5.0,.300,1.5,1.8,.818,.549,0.3,0.5,.667,0.0,2.2,2.2,1.2,1.0,0.2,0.5,1.2,7.8,0,52.290,48.390
253,Patrick McCaw\mccawpa01,SF,24,TOR,2,0,20.0,1.5,2.5,.600,0.5,1.5,.333,1.0,1.0,1.000,.700,0.5,1.0,.500,1.0,2.0,3.0,1.5,1.5,0.0,1.5,1.5,4.0,0,49.243,37.545
254,CJ McCollum\mccolcj01,SG,28,POR,6,6,37.0,8.2,20.2,.405,2.0,5.3,.375,6.2,14.8,.416,.455,3.5,3.8,.913,0.3,3.2,3.5,3.2,0.8,0.2,3.2,3.7,21.8,0,73.702,48.745
255,T.J. McConnell\mccontj01,PG,27,IND,6,0,15.3,1.5,4.7,.321,0.0,0.2,.000,1.5,4.5,.333,.321,0.5,0.5,1.000,0.5,1.8,2.3,4.0,0.7,0.2,0.8,1.0,3.5,0,34.161,27.922
256,Jalen McDaniels\mcdanja01,PF,22,CHO,1,0,3.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0,5.937,5.937
257,Doug McDermott\mcderdo01,PF,28,IND,6,0,17.7,1.8,5.7,.324,1.0,3.0,.333,0.8,2.7,.313,.412,0.3,0.5,.667,0.2,1.7,1.8,1.3,0.2,0.2,1.0,2.3,5.0,0,19.808,12.009
258,JaVale McGee\mcgeeja01,C,32,LAL,6,6,16.2,2.3,3.5,.667,0.0,0.0,,2.3,3.5,.667,.667,0.0,0.3,.000,1.5,2.5,4.0,0.3,0.2,1.0,1.0,2.2,4.7,0,51.445,43.647
259,Rodney McGruder\mcgruro01,SG,28,LAC,3,0,12.3,0.0,1.3,.000,0.0,0.3,.000,0.0,1.0,.000,.000,0.0,0.0,,0.3,1.3,1.7,0.0,0.0,0.3,0.0,2.0,0.0,0,1.017,1.017
260,Alfonzo McKinnie\mckinal01,SF,27,CLE,3,0,1.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.792,0.792
261,Ben McLemore\mclembe01,SG,26,HOU,6,0,11.8,1.7,3.5,.476,1.3,3.2,.421,0.3,0.3,1.000,.667,0.7,0.8,.800,0.0,0.2,0.2,0.5,0.3,0.0,0.3,1.0,5.3,0,28.215,25.875
262,Jordan McRae\mcraejo01,SG,28,WAS,1,0,23.0,4.0,9.0,.444,1.0,3.0,.333,3.0,6.0,.500,.500,2.0,2.0,1.000,0.0,5.0,5.0,3.0,0.0,0.0,1.0,2.0,11.0,0,53.774,45.975
263,Nicolò Melli\mellini01,C,29,NOP,6,2,14.3,2.5,4.5,.556,0.8,2.3,.357,1.7,2.2,.769,.648,1.0,1.3,.750,0.7,2.2,2.8,1.2,0.2,0.2,1.0,1.7,6.8,0,42.963,35.165
264,De'Anthony Melton\meltode01,PG,21,MEM,2,0,4.5,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,1.0,.000,0.5,0.0,0.5,1.5,1.0,0.0,1.0,0.0,0.0,0,2.566,-5.233
265,Chimezie Metu\metuch01,PF,22,SAS,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-8.037,-8.037
